114 4 8 15 4 5 23 6 10 39 49
122 0 9 5 15 12 17 15 14 35 27
106 2 6 3 5 21 10 26 18 15 41
114 1 8 15 5 9 25 11 18 22 10
155 3 8 11 20 10 29 8 40 26 12
147 5 3 6 3 9 25 16 40 40 24
90 2 4 7 5 14 10 6 19 23 13
121 3 2 11 3 17 15 21 13 36 40
105 5 5 4 6 16 9 35 14 11 45
136 3 6 6 4 14 22 21 28 32 28
151 5 1 15 7 16 29 18 25 35 22
119 4 3 5 7 8 24 13 28 27 11
134 0 2 3 15 25 15 8 29 37 15
140 5 7 9 8 12 15 17 22 45 36
175 3 5 4 12 25 16 28 37 45 27
143 4 1 3 14 13 30 27 28 23 48
146 1 1 15 16 21 19 35 8 30 30
150 1 4 2 18 23 28 29 28 17 27
166 1 4 13 10 24 6 27 40 41 47
148 1 4 6 19 11 29 35 25 18 23
159 4 5 13 14 11 23 34 28 27 31
148 2 5 4 14 8 27 18 32 38 27
146 4 6 11 16 21 7 31 15 35 50
177 0 7 13 19 18 19 22 34 45 31
120 2 9 15 10 21 17 18 7 21 36
126 4 8 6 6 15 20 15 21 31 11
117 5 4 5 6 7 18 23 16 33 31
135 0 10 4 4 10 25 35 29 18 34
125 3 6 7 18 19 6 9 29 28 9
134 3 7 4 6 5 18 33 14 44 11
115 4 5 8 14 16 6 26 8 28 12
173 3 1 9 11 13 30 32 31 43 30
130 5 4 4 7 22 7 25 32 24 19
159 4 2 15 13 25 23 24 34 19 19
148 1 10 5 4 19 27 13 40 29 22
123 3 7 9 7 6 23 25 27 16 44
133 4 3 7 17 10 22 13 20 37 16
119 4 4 8 7 12 28 20 10 26 28
148 5 5 12 8 23 25 20 27 23 39
114 1 9 3 6 21 13 22 30 9 13
155 3 4 11 13 13 20 31 29 31 21
155 1 5 9 19 14 19 29 24 35 19
119 2 2 4 17 20 13 23 26 12 31
104 1 10 11 13 15 5 13 21 15 34
146 0 3 11 19 22 10 22 19 40 45
132 1 6 9 15 9 5 23 35 29 25
148 5 2 8 6 22 18 20 35 32 12
105 5 5 14 14 4 11 31 8 13 35
139 4 8 5 13 13 22 7 37 30 23
133 0 1 15 19 15 18 10 30 25 39
142 5 7 13 5 7 27 31 7 40 19
147 3 5 15 19 24 19 32 10 20 21
120 0 3 11 9 5 17 6 39 30 35
121 2 7 9 3 10 19 12 39 20 26
125 2 8 12 19 22 27 9 9 17 19
100 5 8 6 6 18 9 25 9 14 31
139 5 2 8 14 5 28 33 22 22 29
166 3 9 13 11 11 17 32 31 39 25
103 2 2 11 11 13 27 14 12 11 37
125 0 5 5 4 14 10 35 24 28 50
119 4 5 15 9 20 10 6 20 30 37
124 0 7 6 4 10 19 22 27 29 23
146 0 2 15 13 14 24 25 21 32 18
123 5 4 6 10 12 15 32 16 23 31
131 2 4 15 17 13 27 13 21 19 48
150 3 8 2 4 21 25 20 38 29 43
159 4 8 15 19 15 28 26 29 15 41
132 0 3 7 14 13 8 33 34 20 19
144 0 6 15 10 8 28 19 34 24 21
137 3 3 11 12 6 15 9 33 45 37
90 0 1 10 15 9 19 9 15 12 35
120 2 8 8 5 8 27 27 25 10 40
109 1 5 6 18 18 9 7 22 23 26
130 1 6 4 4 24 17 22 39 13 44
131 3 1 6 9 25 29 34 15 9 35
106 2 7 8 4 7 6 25 31 16 39
145 0 3 10 5 15 19 30 39 24 29
124 0 2 13 5 5 15 21 21 42 29
119 0 10 7 16 5 19 17 23 22 12
132 1 8 6 9 21 19 22 37 9 37
133 2 3 2 7 6 10 29 32 42 44
134 2 8 15 11 19 16 27 7 29 29
125 5 10 6 7 22 21 28 18 8 31
131 3 5 5 7 25 28 9 37 12 26
97 4 3 6 3 22 9 10 24 16 40
112 5 2 11 16 5 11 14 29 19 33
153 5 3 3 12 20 7 24 40 39 39
145 3 9 2 15 20 16 24 23 33 25
97 1 10 8 7 8 11 17 8 27 28
123 1 8 6 5 17 24 25 10 27 21
100 3 6 11 3 12 5 17 24 19 13
131 5 4 4 3 16 25 6 25 43 19
138 0 4 14 13 15 27 17 40 8 44
112 3 6 7 15 25 7 9 9 31 50
116 0 1 8 12 17 5 29 28 16 49
129 0 6 7 8 13 17 16 24 38 11
143 2 6 4 10 25 15 28 16 37 17
92 5 2 13 3 4 9 28 10 18 29
91 0 1 6 3 16 7 16 24 18 16
133 2 2 6 6 5 15 33 25 39 50
96 4 4 9 6 7 7 9 20 30 27
121 2 6 14 9 18 11 6 36 19 12
119 2 6 7 9 17 12 13 35 18 9
168 0 10 7 16 14 26 35 34 26 48
114 4 3 6 3 17 26 20 13 22 30
95 3 5 3 16 7 23 8 18 12 15
128 4 8 5 12 16 27 25 11 20 22
146 5 8 14 6 4 8 31 33 37 44
163 2 2 13 16 9 24 26 37 34 44
124 2 3 11 20 7 5 16 31 29 42
94 0 7 12 15 12 5 24 11 8 10
134 5 4 5 6 5 27 34 10 38 34
116 1 3 9 13 25 21 6 16 22 18
132 5 6 13 15 23 13 12 13 32 47
113 4 10 12 4 4 17 32 22 8 11
142 3 2 14 14 9 13 30 19 38 45
101 5 8 2 13 25 8 9 21 10 47
114 0 2 15 9 17 8 12 23 28 45
128 3 7 9 8 7 5 25 33 31 44
111 2 4 4 7 10 22 20 9 33 43
95 2 5 3 7 20 18 7 12 21 46
159 5 5 12 19 23 16 11 28 40 32
169 1 1 3 17 25 26 33 26 37 32
96 3 6 6 8 4 16 21 12 20 24
125 0 7 3 12 18 25 17 31 12 9
121 5 6 2 7 14 28 11 7 41 25
136 3 5 2 6 12 15 28 38 27 15
111 1 1 9 13 25 10 15 19 18 30
142 3 5 8 8 10 18 25 40 25 36
160 5 5 4 11 22 13 17 39 44 40
178 3 2 14 14 12 22 33 38 40 10
136 1 4 9 17 9 18 16 21 41 23
67 0 4 4 12 5 17 6 11 8 22
119 3 5 2 18 17 21 16 14 23 9
134 0 5 3 3 14 17 28 39 25 46
112 0 5 8 5 12 22 9 13 38 13
120 3 3 14 9 9 13 21 20 28 26
127 1 9 5 4 16 20 9 32 31 33
133 1 3 12 10 7 10 17 32 41 18
90 1 4 12 3 12 11 15 19 13 48
127 4 7 6 9 6 21 7 33 34 13
106 4 2 4 20 16 20 16 14 10 45
145 0 9 9 3 21 30 31 11 31 47
110 5 1 3 7 25 12 23 21 13 24
141 1 3 6 19 6 28 22 27 29 11
161 2 6 12 13 22 18 23 21 44 47
132 1 8 5 18 4 8 31 36 21 13
150 4 10 10 9 12 19 32 28 26 29
136 4 2 3 3 10 14 31 24 45 50
135 2 9 8 5 13 14 32 22 30 35
118 2 5 7 20 14 9 7 21 33 39
145 4 4 6 9 6 22 28 22 44 43
79 1 10 7 3 10 10 10 17 11 46
124 0 2 2 11 24 28 13 26 18 38
122 2 5 9 5 15 10 6 38 32 27
130 4 6 10 8 24 23 21 7 27 49
108 0 3 5 19 5 6 19 28 23 34
120 5 4 7 4 20 19 17 8 36 19
135 4 8 7 17 11 26 29 9 24 35
147 5 8 14 5 10 18 31 14 42 43
127 4 8 8 8 17 15 21 37 9 34
147 0 1 8 18 15 19 30 14 42 38
86 3 3 5 10 12 8 9 11 25 44
107 5 3 10 18 15 6 7 12 31 23
113 1 6 7 18 17 7 25 17 15 17
158 1 7 12 17 23 21 28 39 10 19
134 1 9 11 17 23 18 8 13 34 22
116 1 2 2 18 22 24 22 14 11 35
120 2 2 4 6 23 13 11 24 35 31
166 4 4 15 10 23 22 23 35 30 50
155 1 9 13 14 20 24 15 26 33 23
101 5 5 7 10 16 5 12 14 27 11
138 0 5 2 10 7 14 33 33 34 33
161 4 6 13 19 8 22 24 26 39 19
155 3 4 10 7 15 28 28 33 27 15
143 5 9 15 16 24 23 9 21 21 15
130 5 5 14 5 7 7 19 31 37 25
137 1 9 11 20 19 16 13 33 15 47
143 3 5 2 17 6 22 35 39 14 24
146 0 10 8 13 8 28 28 25 26 47
116 5 10 6 10 23 8 7 9 38 18
114 0 2 7 10 21 26 19 16 13 33
141 4 2 7 13 15 23 24 39 14 22
159 3 3 4 14 25 30 18 27 35 45
132 1 1 9 20 19 23 12 8 39 35
109 1 3 9 7 8 14 18 9 40 40
108 1 10 5 13 11 25 8 24 11 30
130 1 4 15 10 23 10 6 34 27 14
158 4 5 9 14 16 5 31 37 37 33
108 3 6 3 4 7 24 16 10 35 35
144 5 8 4 18 20 28 20 7 34 39
93 2 8 3 3 20 6 17 22 12 27
115 1 2 7 6 17 5 11 39 27 45
146 1 2 15 10 9 29 30 17 33 18
101 1 2 3 7 8 9 6 26 39 18
95 3 2 9 3 24 24 8 14 8 15
131 0 2 8 11 5 23 29 15 38 43
137 0 10 7 16 24 12 27 17 24 30
171 4 8 11 19 18 27 19 36 29 20
130 1 6 8 5 4 6 35 21 44 37
163 3 10 11 16 18 19 20 28 38 48
97 1 10 8 19 8 11 6 8 26 50
146 4 9 13 9 23 11 24 25 28 49
136 0 5 5 14 13 16 29 16 38 39
108 2 9 2 12 6 11 16 13 37 47
103 1 1 12 5 5 30 15 18 16 17
139 4 6 13 4 13 22 24 34 19 41
96 2 1 10 3 15 18 10 20 17 37
140 5 2 3 12 24 19 22 16 37 31
108 4 2 12 8 20 18 8 22 14 39
127 3 9 3 20 10 9 14 37 22 30
131 4 6 3 5 23 21 28 15 26 47
126 5 2 9 20 12 25 9 25 19 18
123 2 4 4 11 11 19 24 11 37 33
142 3 5 12 15 16 23 25 26 17 10
92 5 10 8 6 9 6 21 8 19 22
144 2 5 7 16 15 30 22 26 21 34
130 0 6 3 17 20 10 25 28 21 40
121 1 8 5 20 14 27 24 12 10 34
116 1 8 9 7 11 22 12 30 16 14
117 2 4 5 14 11 28 31 8 14 41
127 4 6 10 13 25 13 14 9 33 14
84 0 3 2 7 5 5 35 10 17 48
167 2 1 15 15 25 16 23 30 40 9
146 1 7 15 8 12 16 13 38 36 14
88 3 6 10 8 8 9 12 17 15 16
126 2 4 5 5 14 13 13 38 32 26
135 1 8 9 6 19 18 23 14 37 22
107 2 9 8 5 22 13 27 13 8 12
116 2 2 12 16 17 8 31 14 14 10
144 2 9 13 5 19 14 11 38 33 18
122 2 5 13 19 22 11 32 7 11 35
130 2 8 2 13 17 14 8 26 40 41
117 0 1 12 16 4 14 7 38 25 50
120 2 4 3 9 25 24 15 9 29 44
128 1 6 11 14 23 17 31 16 9 46
118 4 2 3 12 19 12 21 14 31 48
142 3 2 5 17 19 16 32 15 33 18
131 0 6 3 6 6 29 17 22 42 42
144 5 1 7 20 6 24 26 14 41 27
95 2 10 7 13 10 10 15 20 8 22
106 0 7 6 3 8 12 31 9 30 44
125 2 6 13 4 9 8 26 32 25 20
153 4 5 8 16 23 12 22 27 36 47
165 5 5 13 9 13 21 21 39 39 41
156 1 4 10 7 18 27 30 32 27 11
141 4 9 8 3 22 16 31 12 36 32
122 1 1 15 15 5 15 28 11 31 20
128 5 1 14 10 19 5 16 36 22 48
116 2 3 10 12 25 10 8 15 31 41
158 4 6 15 14 15 30 9 20 45 32
108 3 1 10 6 10 30 8 32 8 23
144 3 4 13 16 20 10 33 16 29 49
126 2 9 5 17 14 23 23 23 10 25
143 1 1 3 10 23 8 30 23 44 45
170 4 6 4 15 17 30 26 38 30 25
154 0 4 10 17 6 26 23 26 42 18
164 5 10 15 19 22 13 28 37 15 16
141 4 4 6 14 22 7 26 13 45 46
133 0 2 9 17 9 6 9 39 42 20
86 4 8 7 15 11 10 12 9 10 33
84 3 2 11 8 13 17 6 14 10 29
123 4 5 6 14 5 24 12 23 30 23
143 4 1 14 17 16 20 20 35 16 22
128 3 3 14 7 16 10 14 16 45 15
110 2 8 12 3 18 10 18 31 8 31
159 3 3 15 16 19 10 15 33 45 32
115 1 4 5 7 13 11 26 18 30 22
154 5 7 12 9 7 22 11 36 45 12
189 5 3 15 17 15 26 31 33 44 22
130 2 7 2 9 11 29 24 36 10 43
112 1 2 14 19 4 5 24 24 19 48
100 2 5 11 10 20 23 10 7 12 14
110 1 5 7 9 15 8 14 39 12 48
158 1 9 12 6 22 23 29 30 26 31
142 1 7 3 15 13 26 14 21 42 29
145 3 1 14 15 7 27 34 24 20 12
104 4 5 11 6 15 21 8 8 26 35
166 0 4 8 14 6 21 32 38 43 44
123 2 8 10 14 7 14 18 31 19 48
122 3 7 5 6 9 28 12 28 24 23
119 1 2 15 11 11 16 20 11 32 9
112 1 4 15 4 6 7 31 9 35 43
139 5 6 7 8 15 30 22 12 34 26
90 3 7 5 6 9 14 10 17 19 15
129 1 10 5 17 12 29 6 11 38 26
123 0 6 12 20 10 25 8 15 27 47
122 3 7 5 7 6 8 13 30 43 45
140 1 6 8 10 24 8 24 27 32 12
122 1 7 7 4 13 20 25 10 35 46
130 3 4 13 14 21 9 18 36 12 48
144 3 10 6 14 19 25 11 30 26 44
151 5 2 10 3 25 23 19 29 35 9
104 1 5 5 19 10 19 12 7 26 46
151 0 7 3 8 24 27 7 33 42 13
162 0 3 9 20 13 27 27 18 45 20
141 2 7 2 18 7 12 30 38 25 50
128 0 2 15 9 15 29 9 18 31 34
147 5 2 3 8 18 21 28 26 36 32
117 5 5 8 17 20 5 14 14 29 42
148 4 9 7 8 24 16 23 30 27 38
138 3 8 11 18 14 11 19 17 37 14
98 1 3 7 6 19 6 20 13 23 15
172 0 2 8 18 19 28 25 29 43 11
139 0 5 2 10 7 19 32 38 26 23
154 4 7 2 13 19 29 6 38 36 13
120 5 1 8 11 5 5 8 32 45 22
125 2 2 14 16 8 22 32 12 17 43
160 4 7 10 15 11 21 20 27 45 13
121 2 4 12 9 4 30 20 20 20 20
137 5 9 12 12 20 14 15 30 20 16
136 1 6 4 7 9 23 13 30 43 43
99 4 1 4 10 4 12 28 10 26 12
153 5 8 3 17 17 17 25 35 26 21
127 0 8 10 6 24 22 26 22 9 46
154 5 6 13 4 4 13 32 32 45 35
94 2 9 2 5 14 11 20 12 19 17
111 2 7 8 6 10 6 25 35 12 15
116 1 2 2 13 16 14 34 23 11 13
138 0 5 2 11 25 29 11 33 22 40
89 0 3 12 7 4 8 19 12 24 16
126 4 9 8 6 6 21 21 7 44 18
100 3 8 5 4 10 8 20 34 8 20
151 4 6 10 9 13 27 32 32 18 41
138 3 6 6 15 6 20 12 38 32 41
95 4 5 7 7 11 23 11 18 9 9
130 0 7 3 6 9 19 34 31 21 12
173 5 9 11 16 20 14 21 40 37 37
125 2 5 2 14 22 17 16 26 21 49
131 4 9 5 14 10 20 31 11 27 10
134 0 7 2 16 14 30 9 14 42 26
111 5 5 6 5 21 19 25 14 11 38
138 5 7 4 18 24 6 7 24 43 45
124 2 10 5 18 15 14 16 18 26 16
136 1 7 7 13 22 20 20 34 12 13
148 0 1 13 10 23 7 34 19 41 39
117 4 5 10 4 11 25 34 13 11 36
121 5 1 11 6 8 27 10 28 25 18
144 1 5 12 10 11 19 28 35 23 10
115 1 3 15 3 19 18 12 16 28 42
168 4 6 12 18 24 22 24 27 31 14
98 4 2 12 3 17 18 9 23 10 29
161 2 4 10 16 8 26 22 35 38 25
132 4 5 8 14 16 27 30 17 11 27
164 1 4 11 20 20 30 33 9 36 50
102 4 2 7 6 9 27 22 13 12 46
116 2 3 8 11 21 19 31 9 12 12
101 0 2 6 14 4 18 26 19 12 20
101 1 3 10 3 14 15 13 21 21 24
129 0 5 13 15 10 23 27 13 23 14
114 3 5 12 4 22 18 15 22 13 13
104 0 8 7 18 9 21 16 8 17 34
125 5 9 15 11 7 22 25 15 16 24
170 4 3 11 19 17 12 27 37 40 11
118 0 8 2 6 5 7 34 17 39 44
142 0 3 14 19 8 11 34 35 18 33
140 5 4 8 6 15 28 25 31 18 43
125 5 1 12 3 15 11 28 36 14 27
168 5 10 9 6 22 18 34 25 39 41
147 5 2 2 7 25 23 34 9 40 49
130 4 6 5 8 12 21 24 22 28 10
115 1 7 3 10 24 20 11 9 30 34
132 0 7 14 11 11 24 7 29 29 38
143 2 7 9 8 23 12 20 39 23 44
121 4 9 4 10 8 15 19 10 42 42
106 0 4 10 5 9 9 20 9 40 21
149 1 1 15 7 11 9 29 35 41 21
168 3 5 14 8 25 29 21 29 34 32
129 1 6 10 14 14 8 22 15 39 16
129 3 2 10 12 4 23 20 32 23 40
127 4 7 4 15 5 9 32 23 28 46
165 5 8 4 5 25 29 12 33 44 21
127 5 3 6 14 4 20 18 25 32 21
146 0 3 15 3 23 16 26 36 24 38
118 1 7 10 15 16 24 12 24 9 38
158 0 9 4 12 20 24 20 28 41 44
121 3 8 13 4 6 8 18 40 21 25
143 1 9 15 13 9 17 29 35 15 28
150 3 3 5 17 7 23 21 36 35 9
155 1 2 6 18 22 17 33 12 44 41
116 5 1 2 18 12 19 9 21 29 50
161 2 7 13 8 16 29 12 35 39 11
113 0 3 5 6 21 17 27 17 17 27
151 5 8 14 12 18 29 24 27 14 20
133 5 8 4 6 19 21 25 23 22 16
128 5 7 3 3 23 21 9 39 18 28
118 5 4 15 12 14 5 32 16 15 39
145 3 2 10 4 6 27 33 16 44 16
105 1 3 8 6 20 10 14 17 26 18
160 3 1 15 19 4 29 8 38 43 44
139 0 8 13 20 10 18 18 24 28 9
136 0 9 13 17 5 7 30 20 35 46
131 4 4 6 7 21 5 29 16 39 49
95 0 6 10 7 14 16 23 11 8 29
107 4 2 13 20 21 7 10 7 23 32
160 5 8 10 15 20 18 14 29 41 10
107 4 5 8 5 11 23 7 8 36 15
122 2 5 14 4 15 19 18 26 19 45
151 2 1 6 19 16 5 30 35 37 12
99 2 10 11 3 6 16 20 22 9 38
133 0 9 14 16 10 7 34 15 28 36
124 5 6 3 3 18 5 27 35 22 24
135 2 9 10 6 20 26 11 39 12 48
124 4 9 15 5 13 8 34 20 16 44
117 2 5 9 4 13 18 27 11 28 46
143 0 4 11 14 21 12 8 30 43 12
113 0 6 15 12 4 20 24 8 24 30
147 3 4 4 19 24 29 26 29 9 37
137 1 1 10 19 24 14 24 27 17 38
155 1 9 5 12 11 25 17 37 38 31
161 4 10 14 18 13 22 11 37 32 11
144 0 8 12 20 6 26 16 36 20 39
88 1 5 8 19 8 8 11 10 18 29
134 5 8 12 16 24 27 14 18 10 30
122 1 7 3 5 16 6 18 23 43 38
115 2 9 9 13 6 17 6 31 22 34
109 5 3 6 17 24 5 26 11 12 16
100 4 4 4 17 14 12 8 9 28 42
153 1 2 10 12 25 23 17 24 39 41
102 5 1 8 17 4 13 21 18 15 24
149 1 6 2 5 23 30 10 31 41 43
86 1 3 11 9 4 20 14 12 12 39
130 1 8 8 19 24 5 19 14 32 17
171 3 3 11 3 25 24 31 34 37 14
141 0 5 15 19 4 6 21 36 35 49
147 4 4 9 20 5 27 26 23 29 32
174 0 1 14 16 17 26 22 38 40 45
149 0 10 5 20 23 30 15 35 11 27
118 5 2 14 20 4 12 11 31 19 27
138 1 9 8 15 4 12 23 23 43 18
123 4 3 3 14 9 18 31 25 16 41
153 3 2 11 6 18 28 24 39 22 18
133 1 10 12 10 15 27 32 10 16 25
139 2 6 10 11 11 27 31 23 18 17
129 0 2 5 13 16 30 14 21 28 9
114 1 7 4 3 8 29 28 13 21 20
160 3 6 14 12 20 8 17 39 41 33
121 2 5 9 6 4 12 18 27 38 38
111 5 7 15 16 12 11 20 10 15 39
148 2 9 15 17 8 26 14 29 28 22
132 2 2 8 4 7 30 24 38 17 41
150 2 4 12 15 16 19 22 37 23 18
114 4 9 4 9 7 28 9 12 32 33
102 1 1 12 9 6 17 14 20 22 48
136 3 8 8 18 23 10 35 12 19 41
157 3 7 14 6 25 27 33 11 31 17
170 5 6 9 15 24 25 9 32 45 25
131 1 7 8 15 25 13 22 27 13 31
154 5 7 14 10 13 19 34 13 39 43
135 0 8 7 16 5 14 16 30 39 13
141 5 10 4 8 14 29 20 7 44 15
82 2 6 14 3 8 19 8 11 11 26
131 0 9 2 4 22 22 28 31 13 23
121 4 3 4 18 16 21 12 26 17 46
156 1 9 8 18 20 10 34 38 18 49
149 5 7 12 17 17 16 7 38 30 20
119 3 4 13 9 10 7 31 17 25 13
100 0 7 6 11 12 5 12 31 16 36
119 4 2 8 6 5 19 9 26 40 23
128 5 6 9 10 5 25 11 35 22 38
150 4 3 11 16 23 23 23 26 21 28
117 0 9 7 7 18 23 13 12 28 27
106 0 2 3 9 4 20 9 28 31 13
105 1 4 10 9 4 7 31 8 31 9
117 3 9 3 16 8 11 19 16 32 12
114 5 3 4 18 7 22 13 19 23 35
117 2 5 2 7 10 7 30 26 28 43
158 1 4 10 11 19 23 29 36 25 42
137 5 7 13 3 21 21 11 25 31 47
175 3 10 12 20 16 9 28 40 37 50
105 5 9 2 11 16 6 19 13 24 36
112 1 2 5 17 9 8 11 35 24 17
124 2 3 5 14 13 9 26 18 34 10
133 3 9 15 16 14 26 28 8 14 39
127 2 9 10 18 8 9 23 22 26 44
122 1 10 5 4 25 13 13 36 15 10
123 5 9 2 14 11 6 9 33 34 22
129 3 4 4 7 15 13 16 22 45 40
132 4 6 15 3 13 14 24 18 35 12
117 3 1 15 7 18 10 15 19 29 31
139 1 1 12 5 24 23 29 17 27 42
104 5 2 6 11 20 12 13 17 18 50
121 2 6 3 4 19 23 8 26 30 12
110 2 1 2 16 14 22 6 24 23 42
131 2 10 4 18 10 29 19 22 17 50
105 0 1 4 18 13 10 26 9 24 35
122 4 9 5 16 4 5 29 25 25 48
97 5 3 14 8 13 18 16 12 8 34
145 5 9 15 15 17 29 17 23 15 43
139 2 8 14 15 12 5 31 36 16 44
168 5 7 13 20 13 14 20 32 44 32
104 3 7 14 16 10 8 18 15 13 36
123 1 10 6 19 12 9 10 25 31 37
147 5 5 8 4 9 27 21 29 39 17
111 1 2 10 5 23 24 6 24 16 25
133 4 8 12 16 19 8 13 17 36 28
95 0 4 5 13 12 7 25 18 11 10
171 0 10 14 15 18 23 23 26 42 29
112 4 10 3 3 22 12 31 18 9 39
155 5 8 15 16 8 23 25 26 29 34
106 3 3 5 9 16 7 12 13 38 16
111 1 10 2 11 17 16 19 17 18 33
139 2 8 7 9 17 25 22 33 16 15
70 3 4 5 11 6 12 9 11 9 21
131 4 5 10 16 21 20 16 15 24 15
146 3 6 15 12 7 26 19 19 39 23
116 2 1 7 6 16 22 26 10 26 42
151 5 10 9 18 22 5 28 10 44 48
150 0 9 7 13 23 15 32 25 26 19
84 4 1 6 10 19 20 6 7 11 35
142 4 10 2 20 14 22 31 13 26 33
135 0 10 6 15 17 17 22 11 37 15
163 5 5 15 17 14 12 27 38 30 12
99 4 5 7 8 22 23 6 10 14 26
108 2 1 9 14 9 28 14 19 12 38
150 4 3 6 9 14 29 25 16 44 14
117 2 8 5 18 24 18 19 7 16 46
145 0 8 5 17 10 24 7 30 44 35
138 3 6 9 4 19 20 22 40 15 18
136 5 9 6 16 14 9 31 10 36 23
161 1 9 12 4 15 19 33 39 29 47
141 4 6 9 6 13 28 17 27 31 28
108 0 8 2 9 21 11 17 23 17 48
146 1 5 14 10 16 17 18 24 41 17
132 4 7 14 5 15 20 10 15 42 38
121 0 10 14 7 23 27 12 7 21 16
155 4 6 11 11 6 22 31 28 36 13
148 4 10 5 6 24 10 28 37 24 23
136 4 1 7 8 19 15 14 28 40 24
116 0 8 7 3 9 11 30 13 35 25
93 0 3 15 7 5 7 16 31 9 48
151 4 7 15 11 18 20 12 29 35 19
117 4 2 4 8 5 23 15 13 43 11
146 4 10 7 20 5 23 21 36 20 30
145 3 3 13 12 13 23 21 13 44 14
129 4 6 9 15 17 24 9 20 25 49
134 3 5 9 14 9 23 18 10 43 25
169 1 9 2 20 19 24 26 39 29 48
129 2 3 15 12 21 6 30 29 11 42
148 0 7 13 12 4 23 34 11 44 31
122 4 7 7 18 11 16 19 16 24 47
126 2 1 14 14 22 8 28 16 21 42
67 1 3 14 5 9 8 8 10 9 16
133 2 5 14 3 13 28 22 33 13 26
152 4 9 15 12 21 18 16 33 24 32
134 0 3 15 8 14 26 22 38 8 40
136 3 4 6 10 20 23 32 29 9 9
121 0 1 15 12 23 27 13 8 22 28
120 2 9 4 9 16 19 6 11 44 13
104 4 7 5 3 9 20 8 22 26 26
98 5 3 6 7 15 23 9 8 22 25
159 4 9 2 6 25 22 31 35 25 45
123 2 6 8 15 11 11 27 17 26 32
136 5 9 13 5 19 14 28 34 9 14
140 3 4 12 10 14 29 16 32 20 22
103 5 2 13 3 4 13 19 12 32 13
172 3 4 15 18 21 24 6 40 41 49
